userid,gender,age,city,job,education
userid_085387,1,2,2,1,2.0
userid_085388,1,2,34,9,2.0
userid_085389,1,2,2,1,2.0
userid_085390,1,2,14,1,2.0
userid_085391,0,2,4,1,5.0
userid_085392,1,1,26,4,2.0
userid_085393,0,2,24,5,1.0
userid_085394,0,2,2,5,1.0
userid_085395,0,2,22,2,1.0
userid_085396,0,4,7,8,1.0
userid_085397,1,1,23,6,2.0
userid_085398,1,2,7,1,1.0
userid_085399,1,2,3,1,5.0
userid_085400,0,3,1,12,2.0
userid_085401,1,2,4,1,5.0
userid_085402,1,2,3,1,2.0
userid_085403,1,1,27,1,1.0
userid_085404,0,2,2,1,1.0
userid_085405,1,2,4,9,2.0
userid_085406,1,2,4,7,2.0
userid_085407,0,2,14,10,2.0
userid_085408,1,2,5,3,5.0
userid_085409,0,2,1,11,5.0
userid_085410,0,2,16,10,5.0
userid_085411,0,3,14,1,2.0
userid_085412,0,3,32,7,2.0
userid_085413,0,1,11,8,5.0
userid_085414,1,2,33,5,1.0
userid_085415,0,2,14,4,1.0
userid_085416,1,3,2,12,5.0
userid_085417,1,2,20,10,2.0
userid_085418,0,1,7,4,1.0
userid_085419,0,2,3,6,2.0
userid_085420,0,3,15,1,2.0
userid_085421,1,1,1,8,5.0
userid_085422,1,2,3,7,5.0
userid_085423,1,2,1,1,5.0
userid_085424,0,2,11,3,1.0
userid_085425,0,2,25,10,1.0
userid_085426,0,2,24,12,5.0
userid_085427,1,2,33,9,5.0
userid_085428,1,2,1,1,1.0
userid_085429,0,1,31,1,2.0
userid_085430,1,2,11,9,1.0
userid_085431,0,1,27,8,2.0
userid_085432,1,3,4,7,5.0
userid_085433,0,2,7,8,2.0
userid_085434,1,2,13,1,1.0
userid_085435,0,2,1,1,2.0
userid_085436,0,2,1,1,5.0
userid_085437,0,2,1,1,5.0
userid_085438,1,2,2,10,2.0
userid_085439,1,2,32,3,5.0
userid_085440,1,2,15,12,2.0
userid_085441,1,2,1,8,2.0
userid_085442,1,2,3,2,2.0
userid_085443,1,2,2,1,1.0
userid_085444,0,2,2,9,5.0
userid_085445,0,3,4,7,5.0
userid_085446,1,2,4,1,2.0
userid_085447,1,2,1,3,5.0
userid_085448,1,1,3,1,2.0
userid_085449,1,2,31,11,2.0
userid_085450,1,2,4,2,2.0
userid_085451,1,2,3,9,2.0
userid_085452,1,2,8,8,1.0
userid_085453,1,2,29,1,5.0
userid_085454,1,2,18,1,2.0
userid_085455,1,2,1,1,2.0
userid_085456,1,3,28,8,2.0
userid_085457,1,2,1,7,5.0
userid_085458,0,2,2,11,2.0
userid_085459,1,2,14,4,2.0
userid_085460,1,2,5,2,2.0
userid_085461,1,2,3,10,1.0
userid_085462,1,2,4,2,1.0
userid_085463,1,2,3,3,1.0
userid_085464,1,2,25,1,1.0
userid_085465,1,2,26,1,2.0
userid_085466,1,1,3,3,2.0
userid_085467,1,1,4,8,5.0
userid_085468,1,2,4,8,2.0
userid_085469,0,3,4,1,1.0
userid_085470,1,2,30,5,2.0
userid_085471,1,2,1,6,2.0
userid_085472,1,2,1,11,2.0
userid_085473,1,2,4,10,2.0
userid_085474,0,1,10,9,2.0
userid_085475,1,1,3,11,2.0
userid_085476,0,2,1,10,5.0
userid_085477,0,2,3,9,1.0
userid_085478,0,2,2,5,2.0
userid_085479,0,2,4,9,2.0
userid_085480,1,3,28,1,1.0
userid_085481,1,2,2,1,1.0
userid_085482,0,2,2,10,2.0
userid_085483,1,2,2,1,1.0
userid_085484,1,1,1,1,2.0
userid_085485,1,2,27,1,2.0
userid_085486,0,1,2,5,2.0
userid_085487,1,2,13,1,1.0
userid_085488,0,1,18,11,2.0
userid_085489,1,1,30,12,2.0
userid_085490,1,2,24,1,2.0
userid_085491,1,2,4,4,2.0
userid_085492,0,2,1,9,1.0
userid_085493,1,2,3,7,2.0
userid_085494,0,2,31,5,1.0
userid_085495,1,2,4,1,2.0
userid_085496,1,2,3,5,1.0
userid_085497,1,2,1,1,1.0
userid_085498,1,2,1,6,1.0
userid_085499,0,2,3,10,5.0
userid_085500,1,1,27,1,2.0
userid_085501,1,2,1,1,2.0
userid_085502,1,2,4,7,1.0
userid_085503,1,2,33,1,2.0
userid_085504,1,3,30,5,1.0
userid_085505,0,2,1,2,2.0
userid_085506,1,2,15,4,2.0
userid_085507,0,3,1,8,2.0
userid_085508,1,2,2,5,5.0
userid_085509,1,2,4,1,1.0
userid_085510,1,2,1,7,5.0
userid_085511,1,1,18,1,2.0
userid_085512,1,1,19,1,2.0
userid_085513,0,1,23,3,5.0
userid_085514,1,2,26,8,2.0
userid_085515,1,2,33,1,1.0
userid_085516,1,2,2,1,2.0
userid_085517,1,3,5,9,2.0
userid_085518,0,2,4,5,2.0
userid_085519,1,2,3,1,2.0
userid_085520,0,1,25,5,5.0
userid_085521,1,2,21,8,2.0
userid_085522,1,2,4,1,1.0
userid_085523,1,2,30,1,1.0
userid_085524,1,2,34,2,2.0
userid_085525,1,2,3,6,2.0
userid_085526,0,1,3,3,2.0
userid_085527,1,1,28,1,1.0
userid_085528,1,2,25,1,2.0
userid_085529,1,2,4,1,2.0
userid_085530,0,4,23,1,2.0
userid_085531,1,2,1,3,2.0
userid_085532,1,2,1,1,1.0
userid_085533,0,1,1,1,1.0
userid_085534,1,2,34,4,1.0
userid_085535,0,2,17,3,1.0
userid_085536,1,2,6,1,1.0
userid_085537,0,2,2,9,1.0
userid_085538,0,2,1,11,2.0
userid_085539,1,1,1,1,1.0
userid_085540,1,2,23,1,5.0
userid_085541,1,2,21,9,2.0
userid_085542,1,2,16,10,5.0
userid_085543,0,2,6,2,1.0
userid_085544,0,2,4,2,2.0
userid_085545,0,1,17,8,2.0
userid_085546,0,3,25,4,2.0
userid_085547,1,2,1,10,5.0
userid_085548,1,2,4,10,2.0
userid_085549,0,1,11,4,5.0
userid_085550,1,2,2,11,2.0
userid_085551,1,1,14,1,1.0
userid_085552,1,2,4,5,2.0
userid_085553,0,2,27,1,1.0
userid_085554,1,2,9,1,2.0
userid_085555,1,2,20,3,1.0
userid_085556,0,2,3,6,1.0
userid_085557,1,3,1,9,2.0
userid_085558,1,2,2,6,2.0
userid_085559,1,2,3,1,1.0
userid_085560,0,2,2,2,5.0
userid_085561,1,2,3,1,1.0
userid_085562,1,2,26,1,5.0
userid_085563,1,2,2,10,1.0
userid_085564,1,1,4,8,2.0
userid_085565,0,2,3,1,2.0
userid_085566,1,3,2,1,2.0
userid_085567,1,2,2,5,5.0
userid_085568,0,3,34,7,5.0
userid_085569,0,2,12,10,2.0
userid_085570,1,1,25,1,5.0
userid_085571,0,2,3,2,5.0
userid_085572,0,2,12,4,1.0
userid_085573,1,2,3,9,1.0
userid_085574,1,2,2,7,2.0
userid_085575,0,2,7,9,2.0
userid_085576,0,1,10,2,1.0
userid_085577,1,1,27,11,5.0
userid_085578,1,2,1,7,2.0
userid_085579,1,1,18,5,1.0
userid_085580,0,2,4,3,1.0
userid_085581,1,2,3,6,2.0
userid_085582,0,2,1,1,2.0
userid_085583,1,2,26,1,5.0
userid_085584,1,2,16,6,1.0
userid_085585,0,2,2,1,5.0
userid_085586,0,2,29,1,1.0
userid_085587,1,1,1,6,5.0
userid_085588,1,2,3,9,2.0
userid_085589,1,2,4,1,1.0
userid_085590,1,2,3,9,2.0
userid_085591,1,1,3,1,2.0
userid_085592,1,1,3,3,2.0
userid_085593,1,1,4,1,2.0
userid_085594,1,2,3,1,2.0
userid_085595,0,1,1,9,2.0
userid_085596,1,3,21,1,1.0
userid_085597,1,2,1,1,1.0
userid_085598,1,2,3,1,2.0
userid_085599,0,2,3,1,1.0
userid_085600,0,2,4,6,2.0
userid_085601,1,1,1,1,5.0
userid_085602,1,2,1,10,2.0
userid_085603,1,2,2,1,2.0
userid_085604,1,2,2,9,1.0
userid_085605,1,3,1,10,2.0
userid_085606,1,1,2,5,1.0
userid_085607,1,2,10,8,2.0
userid_085608,1,3,2,1,2.0
userid_085609,1,2,1,5,2.0
userid_085610,1,2,2,1,2.0
userid_085611,1,2,3,1,2.0
userid_085612,1,2,14,1,2.0
userid_085613,1,1,1,7,2.0
userid_085614,0,2,3,10,1.0
userid_085615,1,3,3,5,2.0
userid_085616,1,2,32,1,1.0
userid_085617,1,2,1,1,1.0
userid_085618,0,1,4,7,2.0
userid_085619,1,2,3,11,2.0
userid_085620,0,2,7,4,1.0
userid_085621,1,1,1,1,2.0
userid_085622,0,2,4,9,2.0
userid_085623,1,2,1,9,5.0
userid_085624,1,1,33,1,1.0
userid_085625,1,2,3,1,2.0
userid_085626,1,2,7,3,2.0
userid_085627,1,1,18,1,1.0
userid_085628,0,2,6,1,2.0
userid_085629,0,2,20,10,2.0
userid_085630,0,2,3,3,2.0
userid_085631,1,2,3,6,2.0
userid_085632,0,2,16,1,5.0
userid_085633,0,2,14,12,2.0
userid_085634,0,2,15,3,2.0
userid_085635,0,1,12,1,5.0
userid_085636,0,2,2,1,2.0
userid_085637,0,4,3,9,1.0
userid_085638,0,1,5,1,5.0
userid_085639,1,2,4,2,2.0
userid_085640,0,3,13,1,5.0
userid_085641,0,1,35,1,5.0
userid_085642,1,2,4,9,1.0
userid_085643,0,1,4,11,2.0
userid_085644,1,1,4,9,1.0
userid_085645,0,2,27,8,2.0
userid_085646,1,2,3,1,2.0
userid_085647,0,1,1,10,1.0
userid_085648,1,2,22,1,2.0
userid_085649,1,2,4,9,2.0
userid_085650,1,1,1,1,5.0
userid_085651,1,2,2,1,2.0
userid_085652,1,2,1,5,2.0
userid_085653,0,2,3,5,2.0
userid_085654,1,2,11,1,2.0
userid_085655,1,2,27,7,2.0
userid_085656,1,2,2,5,2.0
userid_085657,1,1,4,4,2.0
userid_085658,1,2,31,6,1.0
userid_085659,1,1,16,1,5.0
userid_085660,1,2,2,1,2.0
userid_085661,1,3,2,7,2.0
userid_085662,1,1,7,3,2.0
userid_085663,1,2,21,11,2.0
userid_085664,1,2,1,1,2.0
userid_085665,1,2,22,8,1.0
userid_085666,0,2,2,7,1.0
userid_085667,1,1,18,1,2.0
userid_085668,1,3,1,3,2.0
userid_085669,0,2,1,10,2.0
userid_085670,1,2,3,2,1.0
userid_085671,0,2,3,7,1.0
userid_085672,1,2,30,7,1.0
userid_085673,1,1,2,11,1.0
userid_085674,0,2,4,9,1.0
userid_085675,1,2,4,11,2.0
userid_085676,1,2,3,9,1.0
userid_085677,1,2,13,1,2.0
userid_085678,1,2,2,5,5.0
userid_085679,1,2,27,1,5.0
userid_085680,0,2,3,10,2.0
userid_085681,1,1,3,1,1.0
userid_085682,1,2,4,1,5.0
userid_085683,1,1,31,1,2.0
userid_085684,1,2,1,4,1.0
userid_085685,1,2,4,2,2.0
userid_085686,0,2,3,8,5.0
userid_085687,1,1,1,1,1.0
userid_085688,1,2,2,3,1.0
userid_085689,0,2,2,3,2.0
userid_085690,0,1,7,6,5.0
userid_085691,1,1,32,1,5.0
userid_085692,0,2,26,12,5.0
userid_085693,0,2,3,5,2.0
userid_085694,0,2,2,1,1.0
userid_085695,1,2,25,10,2.0
userid_085696,1,2,1,1,2.0
userid_085697,1,3,4,11,2.0
userid_085698,1,2,1,4,1.0
userid_085699,1,1,2,5,1.0
userid_085700,1,2,4,3,2.0
userid_085701,1,2,2,12,2.0
userid_085702,0,2,3,2,2.0
userid_085703,1,2,9,1,2.0
userid_085704,1,2,2,11,1.0
userid_085705,1,2,6,2,5.0
userid_085706,0,1,35,1,2.0
userid_085707,0,1,1,2,2.0
userid_085708,1,2,1,1,2.0
userid_085709,1,2,30,10,1.0
userid_085710,0,2,1,5,2.0
userid_085711,1,2,3,1,5.0
userid_085712,1,2,3,10,1.0
userid_085713,0,2,3,11,1.0
userid_085714,1,2,4,1,5.0
userid_085715,1,2,1,1,5.0
userid_085716,0,1,25,2,2.0
userid_085717,0,3,2,10,1.0
userid_085718,1,2,4,6,1.0
userid_085719,1,2,32,10,1.0
userid_085720,1,2,3,4,1.0
userid_085721,0,1,4,1,1.0
userid_085722,1,1,4,3,5.0
userid_085723,1,2,4,1,5.0
userid_085724,0,1,26,8,1.0
userid_085725,0,1,35,1,5.0
userid_085726,1,3,1,5,1.0
userid_085727,1,2,10,7,2.0
userid_085728,1,1,4,9,2.0
userid_085729,0,1,31,7,2.0
userid_085730,1,1,2,1,1.0
userid_085731,0,2,3,1,2.0
userid_085732,0,2,1,1,2.0
userid_085733,1,3,36,11,2.0
userid_085734,1,2,26,5,1.0
userid_085735,1,2,11,3,2.0
userid_085736,0,2,4,8,1.0
userid_085737,1,2,4,1,1.0
userid_085738,1,2,2,1,1.0
userid_085739,0,2,3,2,2.0
userid_085740,0,2,4,9,2.0
userid_085741,1,1,4,7,5.0
userid_085742,1,2,7,1,5.0
userid_085743,1,2,1,1,1.0
userid_085744,1,2,2,2,1.0
userid_085745,1,1,12,11,2.0
userid_085746,1,2,3,1,1.0
userid_085747,1,2,2,8,1.0
userid_085748,1,1,4,6,5.0
userid_085749,0,1,26,8,2.0
userid_085750,1,1,18,1,1.0
userid_085751,0,2,2,1,1.0
userid_085752,1,2,34,4,1.0
userid_085753,0,1,1,1,2.0
userid_085754,1,3,3,1,5.0
userid_085755,0,2,2,1,5.0
userid_085756,0,2,3,9,2.0
userid_085757,1,2,24,3,1.0
userid_085758,1,2,2,2,2.0
userid_085759,0,2,2,1,1.0
userid_085760,1,3,1,1,1.0
userid_085761,1,2,13,1,1.0
userid_085762,0,1,3,1,2.0
userid_085763,1,1,35,2,5.0
userid_085764,1,1,1,1,2.0
userid_085765,1,2,21,1,2.0
userid_085766,1,2,31,1,1.0
userid_085767,0,2,34,6,2.0
userid_085768,1,3,35,3,2.0
userid_085769,0,2,2,3,2.0
userid_085770,1,2,28,11,1.0
userid_085771,1,1,1,8,2.0
userid_085772,0,2,26,1,5.0
userid_085773,1,2,23,11,1.0
userid_085774,0,1,3,9,1.0
userid_085775,1,1,10,1,1.0
userid_085776,1,2,10,1,2.0
userid_085777,0,2,13,1,1.0
userid_085778,1,2,23,12,2.0
userid_085779,1,2,28,3,1.0
userid_085780,1,2,3,1,2.0
userid_085781,0,2,21,3,2.0
userid_085782,1,2,2,1,2.0
userid_085783,0,3,21,8,5.0
userid_085784,1,2,1,10,1.0
userid_085785,1,3,1,7,1.0
userid_085786,0,2,2,1,2.0
userid_085787,1,3,18,4,5.0
userid_085788,1,2,12,6,2.0
userid_085789,0,2,3,1,1.0
userid_085790,1,3,4,1,2.0
userid_085791,0,2,1,11,1.0
userid_085792,1,2,2,1,5.0
userid_085793,0,1,2,2,1.0
userid_085794,1,1,31,11,2.0
userid_085795,1,2,20,2,2.0
userid_085796,1,2,9,3,2.0
userid_085797,0,2,3,9,2.0
userid_085798,1,2,4,8,2.0
userid_085799,1,2,1,1,2.0
userid_085800,0,2,2,1,1.0
userid_085801,1,2,3,1,1.0
userid_085802,1,2,1,5,2.0
userid_085803,1,1,3,10,1.0
userid_085804,1,1,4,3,5.0
userid_085805,1,2,1,1,2.0
userid_085806,0,1,32,9,1.0
userid_085807,1,2,3,1,5.0
userid_085808,0,2,12,2,1.0
userid_085809,1,2,4,5,1.0
userid_085810,1,2,1,1,2.0
userid_085811,1,2,23,5,2.0
userid_085812,1,2,3,1,1.0
userid_085813,1,2,1,1,1.0
userid_085814,1,1,1,10,5.0
userid_085815,1,1,1,4,1.0
userid_085816,0,2,4,1,5.0
userid_085817,0,2,3,1,5.0
userid_085818,1,1,2,10,2.0
userid_085819,0,2,17,3,2.0
userid_085820,1,2,1,2,5.0
userid_085821,1,2,3,5,5.0
userid_085822,1,1,1,11,1.0
userid_085823,0,1,34,11,1.0
userid_085824,1,2,2,1,2.0
userid_085825,1,2,1,1,2.0
userid_085826,1,2,22,9,1.0
userid_085827,1,2,17,4,1.0
userid_085828,1,2,2,9,5.0
userid_085829,1,2,4,1,2.0
userid_085830,1,3,2,1,2.0
userid_085831,1,1,13,3,1.0
userid_085832,1,3,3,3,1.0
userid_085833,0,2,34,5,1.0
userid_085834,0,2,14,1,5.0
userid_085835,0,2,3,9,2.0
userid_085836,1,2,36,1,1.0
userid_085837,1,2,3,5,5.0
userid_085838,0,1,12,10,2.0
userid_085839,0,2,4,8,1.0
userid_085840,0,2,3,1,5.0
userid_085841,1,2,1,9,1.0
userid_085842,1,3,12,4,5.0
userid_085843,1,2,1,1,2.0
userid_085844,1,3,1,11,2.0
userid_085845,1,3,19,1,2.0
userid_085846,0,2,3,6,2.0
userid_085847,0,3,26,7,5.0
userid_085848,1,2,4,1,2.0
userid_085849,1,1,17,5,2.0
userid_085850,1,2,4,4,2.0
userid_085851,1,2,4,2,2.0
userid_085852,0,2,4,4,2.0
userid_085853,1,1,9,11,1.0
userid_085854,0,2,29,10,5.0
userid_085855,0,2,32,10,2.0
userid_085856,0,2,2,1,1.0
userid_085857,1,1,30,1,2.0
userid_085858,1,2,2,1,1.0
userid_085859,1,2,20,2,2.0
userid_085860,1,2,10,2,2.0
userid_085861,1,2,11,8,2.0
userid_085862,1,2,3,2,1.0
userid_085863,0,2,4,10,1.0
userid_085864,0,2,2,1,2.0
userid_085865,1,2,1,1,2.0
userid_085866,1,1,2,1,5.0
userid_085867,0,1,5,10,2.0
userid_085868,1,2,1,7,2.0
userid_085869,0,2,32,6,2.0
userid_085870,1,3,24,1,1.0
userid_085871,0,3,7,7,2.0
userid_085872,0,2,5,7,5.0
userid_085873,1,2,32,6,1.0
userid_085874,1,1,2,9,2.0
userid_085875,1,2,4,3,1.0
userid_085876,1,1,4,8,2.0
userid_085877,1,2,10,11,1.0
userid_085878,0,2,12,7,1.0
userid_085879,1,2,19,5,2.0
userid_085880,0,2,1,1,2.0
userid_085881,0,2,4,4,5.0
userid_085882,1,2,8,1,2.0
userid_085883,1,1,11,2,5.0
userid_085884,1,2,1,3,1.0
userid_085885,0,2,10,4,1.0
userid_085886,0,1,1,5,2.0
userid_085887,1,2,2,3,2.0
userid_085888,1,2,3,12,2.0
userid_085889,1,2,2,1,1.0
userid_085890,1,2,12,6,1.0
userid_085891,1,2,1,6,2.0
userid_085892,0,3,2,7,5.0
userid_085893,1,2,4,4,2.0
userid_085894,1,2,2,1,5.0
userid_085895,0,2,27,1,2.0
userid_085896,1,4,5,12,2.0
userid_085897,1,2,18,1,2.0
userid_085898,0,2,29,3,2.0
userid_085899,1,2,24,7,5.0
userid_085900,1,3,1,11,2.0
userid_085901,1,2,22,8,2.0
userid_085902,1,1,2,11,2.0
userid_085903,1,2,15,1,2.0
userid_085904,0,2,3,1,5.0
userid_085905,1,2,20,3,2.0
userid_085906,0,2,3,6,2.0
userid_085907,1,2,6,1,1.0
userid_085908,0,2,1,1,5.0
userid_085909,1,2,19,8,2.0
userid_085910,1,2,16,1,5.0
userid_085911,1,2,1,3,2.0
userid_085912,0,2,35,3,1.0
userid_085913,0,2,1,5,1.0
userid_085914,1,2,21,4,1.0
userid_085915,1,2,9,1,2.0
userid_085916,1,2,8,6,2.0
userid_085917,0,2,36,1,1.0
userid_085918,1,3,31,2,1.0
userid_085919,0,2,13,8,2.0
userid_085920,0,2,2,4,5.0
userid_085921,1,2,4,1,5.0
userid_085922,1,1,32,1,1.0
userid_085923,0,4,32,1,5.0
userid_085924,1,2,10,1,2.0
userid_085925,1,1,1,1,2.0
userid_085926,1,3,19,1,2.0
userid_085927,0,2,14,11,2.0
userid_085928,0,1,3,1,2.0
userid_085929,1,2,22,11,1.0
userid_085930,1,1,4,5,1.0
userid_085931,1,3,2,10,5.0
userid_085932,1,2,2,11,2.0
userid_085933,0,1,1,1,1.0
userid_085934,1,3,4,12,1.0
userid_085935,1,1,10,10,2.0
userid_085936,0,2,25,4,2.0
userid_085937,1,2,16,3,2.0
userid_085938,1,2,1,1,5.0
userid_085939,1,2,6,11,2.0
userid_085940,1,2,3,9,1.0
userid_085941,1,2,35,1,2.0
userid_085942,1,2,1,1,1.0
userid_085943,1,2,14,5,2.0
userid_085944,1,3,1,1,1.0
userid_085945,1,2,15,5,1.0
userid_085946,1,2,1,1,2.0
userid_085947,1,2,18,1,2.0
userid_085948,0,2,2,11,2.0
userid_085949,1,2,2,1,1.0
userid_085950,1,2,22,2,1.0
userid_085951,0,1,9,1,5.0
userid_085952,0,2,13,1,5.0
userid_085953,1,2,1,2,5.0
userid_085954,0,2,1,8,2.0
userid_085955,1,2,4,1,5.0
userid_085956,0,2,24,8,2.0
userid_085957,0,2,12,9,2.0
userid_085958,1,2,3,5,5.0
userid_085959,0,2,3,1,1.0
userid_085960,1,1,1,1,2.0
userid_085961,1,2,22,10,1.0
userid_085962,1,2,4,6,1.0
userid_085963,1,2,24,1,1.0
userid_085964,0,2,2,11,1.0
userid_085965,0,2,19,1,1.0
userid_085966,0,2,2,2,2.0
userid_085967,1,1,21,3,2.0
userid_085968,1,2,2,5,2.0
userid_085969,0,2,3,1,1.0
userid_085970,1,1,23,4,2.0
userid_085971,0,2,2,1,1.0
userid_085972,1,2,1,12,1.0
userid_085973,0,3,25,1,2.0
userid_085974,1,2,14,5,2.0
userid_085975,1,4,11,9,5.0
userid_085976,1,2,35,1,1.0
userid_085977,1,3,1,2,1.0
userid_085978,1,2,3,4,1.0
userid_085979,1,2,3,11,5.0
userid_085980,1,2,3,4,2.0
userid_085981,1,1,4,8,5.0
userid_085982,0,1,9,9,5.0
userid_085983,1,2,4,9,2.0
userid_085984,1,2,3,6,5.0
userid_085985,1,1,31,10,2.0
userid_085986,1,2,3,1,5.0
userid_085987,1,1,15,1,1.0
userid_085988,0,2,1,1,2.0
userid_085989,1,2,22,5,2.0
userid_085990,1,2,4,1,5.0
userid_085991,0,2,3,5,1.0
userid_085992,0,1,3,3,1.0
userid_085993,1,2,4,1,1.0
userid_085994,1,2,8,1,2.0
userid_085995,0,3,3,1,1.0
userid_085996,1,1,3,1,2.0
userid_085997,1,2,12,1,1.0
userid_085998,1,2,13,1,2.0
userid_085999,0,3,9,10,5.0
userid_086000,1,2,24,4,2.0
userid_086001,1,1,1,7,5.0
userid_086002,1,2,3,2,2.0
userid_086003,1,2,30,1,2.0
userid_086004,0,2,9,1,1.0
userid_086005,1,1,2,3,1.0
userid_086006,1,2,3,1,2.0
userid_086007,0,3,3,1,2.0
userid_086008,0,2,6,7,2.0
userid_086009,0,3,2,1,5.0
userid_086010,0,1,2,1,5.0
userid_086011,0,2,3,8,5.0
userid_086012,0,2,4,1,1.0
userid_086013,1,1,34,1,1.0
userid_086014,1,2,1,2,2.0
userid_086015,0,3,12,1,2.0
userid_086016,1,2,2,1,2.0
userid_086017,1,2,26,11,2.0
userid_086018,1,2,23,1,1.0
userid_086019,0,1,12,1,5.0
userid_086020,0,2,1,1,2.0
userid_086021,1,2,2,8,2.0
userid_086022,1,1,3,8,1.0
userid_086023,0,3,2,2,5.0
userid_086024,0,2,2,1,1.0
userid_086025,1,2,3,1,2.0
userid_086026,0,3,29,2,1.0
userid_086027,0,1,11,11,2.0
userid_086028,1,2,2,9,1.0
userid_086029,0,3,3,4,5.0
userid_086030,0,2,4,6,1.0
userid_086031,0,1,18,6,2.0
userid_086032,1,2,23,3,5.0
userid_086033,1,3,1,11,2.0
userid_086034,1,2,32,1,5.0
userid_086035,0,1,3,1,1.0
userid_086036,0,2,1,11,1.0
userid_086037,0,1,2,1,1.0
userid_086038,0,2,2,7,2.0
userid_086039,1,1,1,9,2.0
userid_086040,1,3,4,1,1.0
userid_086041,1,3,23,1,2.0
userid_086042,1,2,4,6,1.0
userid_086043,1,2,4,8,1.0
userid_086044,1,3,2,4,5.0
userid_086045,1,2,1,1,1.0
userid_086046,1,2,3,9,2.0
userid_086047,1,1,1,10,2.0
userid_086048,1,2,24,11,1.0
userid_086049,0,2,1,1,2.0
userid_086050,1,2,4,10,2.0
userid_086051,1,1,1,2,5.0
userid_086052,0,1,1,1,1.0
userid_086053,0,1,1,9,2.0
userid_086054,0,1,4,11,1.0
userid_086055,1,2,1,1,2.0
userid_086056,1,2,4,1,2.0
userid_086057,1,2,4,10,1.0
userid_086058,1,2,3,1,5.0
userid_086059,1,2,2,5,2.0
userid_086060,0,2,3,9,1.0
userid_086061,0,3,34,1,2.0
userid_086062,1,2,4,1,5.0
userid_086063,1,2,4,5,5.0
userid_086064,1,2,10,5,2.0
userid_086065,0,2,26,9,1.0
userid_086066,1,2,1,3,5.0
userid_086067,1,2,1,3,1.0
userid_086068,1,2,1,6,2.0
userid_086069,1,3,20,11,2.0
userid_086070,0,2,4,3,5.0
userid_086071,1,1,1,9,1.0
userid_086072,1,2,17,5,1.0
userid_086073,0,2,2,1,2.0
userid_086074,1,1,3,10,2.0
userid_086075,1,1,5,1,1.0
userid_086076,1,2,3,1,1.0
userid_086077,1,2,22,7,2.0
userid_086078,1,2,8,1,2.0
userid_086079,0,1,17,5,2.0
userid_086080,0,3,8,4,2.0
userid_086081,1,2,35,1,2.0
userid_086082,1,2,3,6,5.0
userid_086083,1,3,2,1,2.0
userid_086084,1,3,10,1,1.0
userid_086085,1,2,31,1,1.0
userid_086086,0,2,26,1,2.0
userid_086087,1,2,33,1,2.0
userid_086088,1,2,3,10,2.0
userid_086089,1,2,4,6,5.0
userid_086090,1,2,1,11,5.0
userid_086091,1,2,1,1,2.0
userid_086092,0,3,3,4,2.0
userid_086093,0,1,4,1,2.0
userid_086094,0,2,20,10,5.0
userid_086095,0,2,3,1,2.0
userid_086096,0,2,28,9,2.0
userid_086097,1,2,1,1,5.0
userid_086098,1,2,3,1,2.0
userid_086099,1,1,3,2,2.0
userid_086100,1,2,4,1,2.0
userid_086101,1,2,10,1,2.0
userid_086102,0,2,2,1,1.0
userid_086103,0,2,4,8,2.0
userid_086104,0,2,4,1,1.0
userid_086105,1,2,1,7,2.0
userid_086106,0,2,3,1,2.0
userid_086107,1,1,2,7,1.0
userid_086108,1,2,2,1,2.0
userid_086109,0,3,3,1,1.0
userid_086110,0,2,34,12,1.0
userid_086111,0,2,32,6,5.0
userid_086112,0,2,1,8,5.0
userid_086113,0,2,2,3,2.0
userid_086114,1,2,1,9,2.0
userid_086115,1,2,2,1,1.0
userid_086116,1,2,3,6,2.0
userid_086117,0,2,2,1,2.0
userid_086118,1,2,17,6,1.0
userid_086119,0,2,4,3,1.0
userid_086120,1,2,4,10,2.0
userid_086121,0,1,2,1,2.0
userid_086122,1,1,1,1,1.0
userid_086123,0,2,1,1,2.0
userid_086124,0,2,14,9,5.0
userid_086125,0,2,9,1,1.0
userid_086126,0,3,32,8,2.0
userid_086127,1,1,21,5,5.0
userid_086128,1,1,4,8,2.0
userid_086129,1,3,1,9,2.0
userid_086130,0,2,2,1,5.0
userid_086131,1,2,1,4,5.0
userid_086132,1,1,13,4,1.0
userid_086133,1,2,17,1,5.0
userid_086134,1,2,3,1,2.0
userid_086135,0,2,2,11,2.0
userid_086136,0,2,18,1,5.0
userid_086137,1,2,4,6,1.0
userid_086138,1,2,3,11,2.0
userid_086139,1,2,4,1,1.0
userid_086140,1,2,12,1,2.0
userid_086141,1,2,2,11,2.0
userid_086142,0,2,3,4,2.0
userid_086143,1,3,4,6,1.0
userid_086144,1,2,3,6,2.0
userid_086145,1,3,5,8,5.0
userid_086146,1,2,4,1,1.0
userid_086147,1,2,1,7,2.0
userid_086148,1,1,6,10,2.0
userid_086149,0,2,2,1,1.0
userid_086150,1,2,4,10,2.0
userid_086151,1,2,18,1,2.0
userid_086152,1,2,20,1,1.0
userid_086153,1,2,1,2,2.0
userid_086154,1,2,1,1,5.0
userid_086155,1,1,1,1,2.0
userid_086156,0,2,2,9,2.0
userid_086157,1,3,3,1,1.0
userid_086158,1,3,26,1,2.0
userid_086159,1,2,23,8,2.0
userid_086160,1,2,5,6,1.0
userid_086161,1,2,35,11,2.0
userid_086162,0,2,4,1,1.0
userid_086163,1,2,2,1,2.0
